"ecoregion_id","species_id"
"AT0101",21352
"AT0101",21355
"AT0101",21359
"AT0101",21521
"AT0101",21532
"AT0101",23193
"AT0101",23197
"AT0101",23202
"AT0101",23211
"AT0101",23291
"AT0101",23431
"AT0101",23526
"AT0101",23563
"AT0101",23600
"AT0101",23601
"AT0101",23605
"AT0101",23719
"AT0101",23723
"AT0101",23734
"AT0101",23744
"AT0101",23751
"AT0101",23758
"AT0101",23765
"AT0101",23780
"AT0101",23797
"AT0101",23801
"AT0101",23835
"AT0101",23844
"AT0101",23873
"AT0101",23876
"AT0101",23932
"AT0101",23936
"AT0101",24010
"AT0101",24077
"AT0101",24089
"AT0101",24107
"AT0101",24170
"AT0101",24173
"AT0101",24199
"AT0101",24201
"AT0101",24203
"AT0101",24205
"AT0101",24211
"AT0101",24213
"AT0101",24217
"AT0101",24285
"AT0101",24313
"AT0101",24316
"AT0101",24319
"AT0101",24322
"AT0101",24328
"AT0101",24335
"AT0101",24356
"AT0101",24410
"AT0101",24416
"AT0101",24431
"AT0101",24435
"AT0101",24610
"AT0101",24615
"AT0101",24628
"AT0101",24631
"AT0101",24637
"AT0101",24639
"AT0101",24656
"AT0101",24690
"AT0101",24721
"AT0101",24723
"AT0101",24732
"AT0101",24734
"AT0101",24736
"AT0101",24739
"AT0101",24741
"AT0101",24747
"AT0101",24754
"AT0101",24759
"AT0101",24762
"AT0101",24777
"AT0101",24812
"AT0101",24916
"AT0101",24918
"AT0101",24922
"AT0101",24928
"AT0101",24939
"AT0101",24941
"AT0101",24945
"AT0101",24949
"AT0101",24991
"AT0101",24999
"AT0101",25004
"AT0101",25007
"AT0101",25012
"AT0101",25016
"AT0101",25021
"AT0101",25028
"AT0101",25057
"AT0101",25060
"AT0101",25063
"AT0101",25091
"AT0101",25111
"AT0101",25133
"AT0101",25145
"AT0101",25149
"AT0101",25174
"AT0101",25185
"AT0101",25189
"AT0101",25193
"AT0101",25200
"AT0101",25208
"AT0101",25270
"AT0101",25292
"AT0101",25405
"AT0101",25408
"AT0101",25560
"AT0101",25686
"AT0101",25716
"AT0101",25818
"AT0101",25821
"AT0101",25832
"AT0101",25836
"AT0101",25845
"AT0101",25863
"AT0101",25875
"AT0101",25983
"AT0101",25987
"AT0101",26005
"AT0101",26019
"AT0101",26071
"AT0101",26078
"AT0101",26121
"AT0101",26130
"AT0101",26159
"AT0101",26247
"AT0101",26254
"AT0101",26285
"AT0101",26299
"AT0101",26394
"AT0101",94011
"AT0101",94109
"AT0101",94111
"AT0102",17713
"AT0102",17733
"AT0102",17792
"AT0102",17831
"AT0102",17908
"AT0102",17917
"AT0102",17935
"AT0102",17960
"AT0102",17975
"AT0102",17991
"AT0102",18003
"AT0102",18022
"AT0102",18038
"AT0102",18117
"AT0102",18128
"AT0102",18177
"AT0102",18254
"AT0102",18269
"AT0102",18411
"AT0102",18438
"AT0102",18628
"AT0102",18646
"AT0102",18654
"AT0102",18844
"AT0102",18885
"AT0102",18893
"AT0102",18900
"AT0102",18918
"AT0102",18938
"AT0102",18997
"AT0102",19006
"AT0102",19016
"AT0102",19119
"AT0102",19124
"AT0102",19135
"AT0102",19171
"AT0102",19268
"AT0102",19304
"AT0102",19617
"AT0102",19630
"AT0102",19922
"AT0102",19934
"AT0102",19942
"AT0102",19967
"AT0102",20019
"AT0102",20025
"AT0102",20108
"AT0102",20143
"AT0102",20154
"AT0102",20196
"AT0102",20340
"AT0102",20375
"AT0102",20443
"AT0102",20467
"AT0102",20483
"AT0102",20487
"AT0102",20876
"AT0102",20889
"AT0102",20902
"AT0102",20907
"AT0102",20952
"AT0102",20979
"AT0102",20982
"AT0102",20984
"AT0102",21010
"AT0102",21027
"AT0102",21032
"AT0102",21034
"AT0102",21079
"AT0102",21084
"AT0102",21167
"AT0102",21175
"AT0102",21180
"AT0102",21199
"AT0102",21203
"AT0102",21227
"AT0102",21233
"AT0102",21236
"AT0102",21342
"AT0102",21348
"AT0102",21354
"AT0102",21359
"AT0102",21521
"AT0102",23193
"AT0102",23201
"AT0102",23210
"AT0102",23291
"AT0102",23292
"AT0102",23526
"AT0102",23562
"AT0102",23605
"AT0102",23722
"AT0102",23725
"AT0102",23727
"AT0102",23743
"AT0102",23751
"AT0102",23770
"AT0102",23785
"AT0102",23791
"AT0102",23796
"AT0102",23798
"AT0102",23801
"AT0102",23877
"AT0102",23932
"AT0102",24075
"AT0102",24089
"AT0102",24173
"AT0102",24187
"AT0102",24202
"AT0102",24207
"AT0102",24209
"AT0102",24211
"AT0102",24213
"AT0102",24285
"AT0102",24321
"AT0102",24325
"AT0102",24335
"AT0102",24382
"AT0102",24431
"AT0102",24612
"AT0102",24623
"AT0102",24637
"AT0102",24643
"AT0102",24667
"AT0102",24719
"AT0102",24721
"AT0102",24723
"AT0102",24732
"AT0102",24734
"AT0102",24736
"AT0102",24738
"AT0102",24743
"AT0102",24760
"AT0102",24768
"AT0102",24774
"AT0102",24777
"AT0102",24914
"AT0102",24918
"AT0102",24945
"AT0102",24953
"AT0102",25003
"AT0102",25008
"AT0102",25027
"AT0102",25029
"AT0102",25058
"AT0102",25091
"AT0102",25110
"AT0102",25131
"AT0102",25174
"AT0102",25184
"AT0102",25196
"AT0102",25209
"AT0102",25272
"AT0102",25301
"AT0102",25402
"AT0102",25404
"AT0102",25642
"AT0102",25686
"AT0102",25820
"AT0102",25830
"AT0102",25868
"AT0102",25874
"AT0102",25918
"AT0102",25968
"AT0102",25983
"AT0102",25987
"AT0102",26016
"AT0102",26067
"AT0102",26076
"AT0102",26102
"AT0102",26112
"AT0102",26121
"AT0102",26130
"AT0102",26133
"AT0102",26136
"AT0102",26151
"AT0102",26164
"AT0102",26217
"AT0102",26229
"AT0102",26233
"AT0102",26238
"AT0102",26254
"AT0102",26289
"AT0102",26314
"AT0102",26369
"AT0102",94099
"AT0103",17497
"AT0103",17713
"AT0103",17717
"AT0103",17733
"AT0103",17777
"AT0103",17792
"AT0103",17859
"AT0103",17896
"AT0103",17906
"AT0103",17912
"AT0103",17917
"AT0103",17921
"AT0103",17928
"AT0103",17935
"AT0103",17957
"AT0103",17964
"AT0103",17981
"AT0103",17997
"AT0103",18003
"AT0103",18012
"AT0103",18022
"AT0103",18036
"AT0103",18053
"AT0103",18075
"AT0103",18087
"AT0103",18101
"AT0103",18114
"AT0103",18117
"AT0103",18120
"AT0103",18128
"AT0103",18149
"AT0103",18170
"AT0103",18178
"AT0103",18251
"AT0103",18254
"AT0103",18258
"AT0103",18269
"AT0103",18298
"AT0103",18309
"AT0103",18313
"AT0103",18333
"AT0103",18440
"AT0103",18481
"AT0103",18489
"AT0103",18628
"AT0103",18645
"AT0103",18655
"AT0103",18711
"AT0103",18771
"AT0103",18788
"AT0103",18844
"AT0103",18876
"AT0103",18894
"AT0103",18900
"AT0103",18903
"AT0103",18933
"AT0103",18991
"AT0103",18998
"AT0103",19009
"AT0103",19056
"AT0103",19061
"AT0103",19119
"AT0103",19171
"AT0103",19219
"AT0103",19229
"AT0103",19268
"AT0103",19271
"AT0103",19277
"AT0103",19303
"AT0103",19305
"AT0103",19417
"AT0103",19617
"AT0103",19628
"AT0103",19904
"AT0103",19910
"AT0103",19914
"AT0103",19920
"AT0103",19922
"AT0103",19925
"AT0103",19934
"AT0103",19937
"AT0103",19943
"AT0103",19966
"AT0103",19968
"AT0103",20019
"AT0103",20027
"AT0103",20108
"AT0103",20139
"AT0103",20146
"AT0103",20182
"AT0103",20245
"AT0103",20345
"AT0103",20375
"AT0103",20443
"AT0103",20467
"AT0103",20476
"AT0103",20827
"AT0103",20869
"AT0103",20880
"AT0103",20890
"AT0103",20907
"AT0103",20911
"AT0103",20956
"AT0103",20980
"AT0103",20983
"AT0103",20986
"AT0103",20993
"AT0103",21003
"AT0103",21011
"AT0103",21024
"AT0103",21032
"AT0103",21081
"AT0103",21166
"AT0103",21175
"AT0103",21180
"AT0103",21184
"AT0103",21193
"AT0103",21203
"AT0103",21226
"AT0103",21229
"AT0103",21238
"AT0103",21308
"AT0103",21347
"AT0103",21352
"AT0103",21360
"AT0103",21533
"AT0103",23201
"AT0103",23211
"AT0103",23294
"AT0103",23562
"AT0103",23711
"AT0103",23727
"AT0103",23748
"AT0103",23770
"AT0103",23785
"AT0103",23795
"AT0103",23798
"AT0103",23874
"AT0103",24009
"AT0103",24163
"AT0103",24174
"AT0103",24205
"AT0103",24208
"AT0103",24212
"AT0103",24282
"AT0103",24285
"AT0103",24318
"AT0103",24382
"AT0103",24417
"AT0103",24612
"AT0103",24622
"AT0103",24632
"AT0103",24638
"AT0103",24656
"AT0103",24716
"AT0103",24721
"AT0103",24725
"AT0103",24733
"AT0103",24743
"AT0103",24759
"AT0103",24768
"AT0103",24779
"AT0103",24916
"AT0103",24921
"AT0103",24930
"AT0103",24945
"AT0103",24953
"AT0103",24980
"AT0103",24993
"AT0103",24998
"AT0103",25021
"AT0103",25028
"AT0103",25063
"AT0103",25104
"AT0103",25114
"AT0103",25165
"AT0103",25174
"AT0103",25187
"AT0103",25200
"AT0103",25218
"AT0103",25292
"AT0103",25399
"AT0103",25404
"AT0103",25504
"AT0103",25609
"AT0103",25699
"AT0103",25765
"AT0103",25817
"AT0103",25821
"AT0103",25839
"AT0103",25979
"AT0103",25987
"AT0103",26066
"AT0103",26077
"AT0103",26120
"AT0103",26137
"AT0103",26159
"AT0103",26169
"AT0103",26233
"AT0103",26246
"AT0103",26254
"AT0103",26289
"AT0103",27191
"AT0104",17673
"AT0104",17717
"AT0104",17793
"AT0104",17908
"AT0104",17914
"AT0104",17922
"AT0104",17933
"AT0104",17944
"AT0104",17953
"AT0104",17964
"AT0104",17977
"AT0104",17997
"AT0104",18003
"AT0104",18022
"AT0104",18036
"AT0104",18053
"AT0104",18071
"AT0104",18101
"AT0104",18119
"AT0104",18128
"AT0104",18170
"AT0104",18229
"AT0104",18310
"AT0104",18414
"AT0104",18575
"AT0104",18646
"AT0104",18655
"AT0104",18751
"AT0104",18788
"AT0104",18866
"AT0104",18893
"AT0104",18895
"AT0104",18903
"AT0104",18991
"AT0104",18997
"AT0104",19006
"AT0104",19016
"AT0104",19057
"AT0104",19061
"AT0104",19228
"AT0104",19281
"AT0104",19304
"AT0104",19418
"AT0104",19630
"AT0104",19899
"AT0104",19922
"AT0104",19933
"AT0104",19936
"AT0104",19943
"AT0104",19966
"AT0104",19967
"AT0104",19977
"AT0104",20072
"AT0104",20146
"AT0104",20154
"AT0104",20174
"AT0104",20345
"AT0104",20372
"AT0104",20444
"AT0104",20472
"AT0104",20827
"AT0104",20876
"AT0104",20889
"AT0104",20902
"AT0104",20909
"AT0104",20956
"AT0104",20980
"AT0104",20987
"AT0104",20999
"AT0104",21011
"AT0104",21033
"AT0104",21084
"AT0104",21169
"AT0104",21181
"AT0104",21185
"AT0104",21222
"AT0104",21228
"AT0104",21233
"AT0104",21308
"AT0104",21348
"AT0104",21354
"AT0104",21359
"AT0104",21533
"AT0104",23196
"AT0104",23207
"AT0104",23211
"AT0104",23294
"AT0104",23530
"AT0104",23722
"AT0104",23743
"AT0104",23797
"AT0104",23835
"AT0104",23932
"AT0104",24089
"AT0104",24173
"AT0104",24187
"AT0104",24202
"AT0104",24210
"AT0104",24212
"AT0104",24336
"AT0104",24612
"AT0104",24629
"AT0104",24637
"AT0104",24645
"AT0104",24656
"AT0104",24719
"AT0104",24722
"AT0104",24725
"AT0104",24736
"AT0104",24762
"AT0104",24772
"AT0104",24776
"AT0104",24918
"AT0104",24953
"AT0104",24991
"AT0104",25015
"AT0104",25028
"AT0104",25064
"AT0104",25104
"AT0104",25168
"AT0104",25183
"AT0104",25196
"AT0104",25218
"AT0104",25301
"AT0104",25403
"AT0104",25816
"AT0104",25818
"AT0104",25820
"AT0104",25838
"AT0104",25868
"AT0104",25918
"AT0104",25968
"AT0104",25983
"AT0104",26019
"AT0104",26076
"AT0104",26102
"AT0104",26128
"AT0104",26131
"AT0104",26137
"AT0104",26139
"AT0104",26217
"AT0104",26229
"AT0104",26238
"AT0104",26248
"AT0104",26254
"AT0104",26289
"AT0104",26314
"AT0105",17908
"AT0105",17921
"AT0105",17928
"AT0105",18108
"AT0105",18333
"AT0105",18879
"AT0105",18894
"AT0105",18901
"AT0105",18903
"AT0105",18918
"AT0105",18996
"AT0105",19028
"AT0105",19135
"AT0105",19232
"AT0105",19304
"AT0105",19615
"AT0105",19627
"AT0105",20097
"AT0105",20258
"AT0105",20467
"AT0105",20994
"AT0105",23296
"AT0105",23565
"AT0105",24139
"AT0105",24214
"AT0105",24804
"AT0105",24819
"AT0105",24827
"AT0105",25089
"AT0105",26268
"AT0105",26270
"AT0105",90122
"AT0105",90173
"AT0106",17673
"AT0106",17717
"AT0106",17777
"AT0106",17792
"AT0106",17796
"AT0106",17900
"AT0106",17908
"AT0106",17914
"AT0106",17920
"AT0106",17922
"AT0106",17933
"AT0106",17944
"AT0106",17953
"AT0106",17981
"AT0106",17997
"AT0106",18003
"AT0106",18032
"AT0106",18038
"AT0106",18068
"AT0106",18087
"AT0106",18103
"AT0106",18119
"AT0106",18128
"AT0106",18170
"AT0106",18229
"AT0106",18258
"AT0106",18269
"AT0106",18299
"AT0106",18322
"AT0106",18414
"AT0106",18489
"AT0106",18646
"AT0106",18655
"AT0106",18751
"AT0106",18788
"AT0106",18888
"AT0106",18893
"AT0106",18895
"AT0106",18901
"AT0106",18910
"AT0106",18921
"AT0106",18938
"AT0106",18973
"AT0106",18993
"AT0106",18998
"AT0106",19006
"AT0106",19016
"AT0106",19092
"AT0106",19120
"AT0106",19124
"AT0106",19129
"AT0106",19135
"AT0106",19149
"AT0106",19281
"AT0106",19418
"AT0106",19898
"AT0106",19920
"AT0106",19933
"AT0106",19936
"AT0106",19943
"AT0106",19967
"AT0106",19977
"AT0106",20022
"AT0106",20027
"AT0106",20152
"AT0106",20258
"AT0106",20370
"AT0106",20375
"AT0106",20443
"AT0106",20483
"AT0106",20876
"AT0106",20902
"AT0106",20909
"AT0106",20989
"AT0106",21011
"AT0106",21033
"AT0106",21079
"AT0106",21085
"AT0106",21175
"AT0106",21181
"AT0106",21200
"AT0106",21238
"AT0106",21354
"AT0106",23201
"AT0106",23291
"AT0106",23530
"AT0106",23722
"AT0106",23726
"AT0106",23751
"AT0106",23770
"AT0106",23796
"AT0106",23801
"AT0106",24075
"AT0106",24097
"AT0106",24187
"AT0106",24208
"AT0106",24213
"AT0106",24318
"AT0106",24620
"AT0106",24636
"AT0106",24643
"AT0106",24667
"AT0106",24720
"AT0106",24723
"AT0106",24733
"AT0106",24742
"AT0106",24760
"AT0106",24772
"AT0106",24779
"AT0106",24938
"AT0106",24958
"AT0106",25029
"AT0106",25110
"AT0106",25140
"AT0106",25174
"AT0106",25209
"AT0106",25301
"AT0106",25403
"AT0106",25682
"AT0106",25818
"AT0106",25821
"AT0106",25839
"AT0106",25868
"AT0106",25919
"AT0106",25979
"AT0106",26019
"AT0106",26084
"AT0106",26111
"AT0106",26136
"AT0106",26139
"AT0106",26238
"AT0106",26250
"AT0106",94111
"AT0107",17713
"AT0107",17777
"AT0107",17793
"AT0107",17901
"AT0107",17912
"AT0107",17920
"AT0107",17928
"AT0107",17944
"AT0107",17960
"AT0107",17981
"AT0107",18000
"AT0107",18021
"AT0107",18036
"AT0107",18068
"AT0107",18101
"AT0107",18119
"AT0107",18256
"AT0107",18269
"AT0107",18310
"AT0107",18414
"AT0107",18458
"AT0107",18631
"AT0107",18654
"AT0107",18751
"AT0107",18844
"AT0107",18879
"AT0107",18892
"AT0107",18895
"AT0107",18903
"AT0107",18921
"AT0107",18938
"AT0107",18960
"AT0107",18997
"AT0107",19004
"AT0107",19009
"AT0107",19020
"AT0107",19061
"AT0107",19119
"AT0107",19121
"AT0107",19125
"AT0107",19135
"AT0107",19149
"AT0107",19229
"AT0107",19274
"AT0107",19617
"AT0107",19628
"AT0107",19898
"AT0107",19920
"AT0107",19922
"AT0107",19934
"AT0107",19942
"AT0107",19966
"AT0107",19968
"AT0107",20019
"AT0107",20025
"AT0107",20108
"AT0107",20139
"AT0107",20146
"AT0107",20173
"AT0107",20197
"AT0107",20261
"AT0107",20370
"AT0107",20440
"AT0107",20472
"AT0107",20483
"AT0107",20827
"AT0107",20869
"AT0107",20880
"AT0107",20890
"AT0107",20906
"AT0107",20909
"AT0107",20956
"AT0107",20980
"AT0107",20984
"AT0107",20993
"AT0107",21003
"AT0107",21011
"AT0107",21032
"AT0107",21034
"AT0107",21084
"AT0107",21166
"AT0107",21169
"AT0107",21181
"AT0107",21185
"AT0107",21203
"AT0107",21224
"AT0107",21228
"AT0107",21233
"AT0107",21236
"AT0107",21280
"AT0107",21346
"AT0107",21348
"AT0107",21354
"AT0107",21359
"AT0107",21361
"AT0107",21521
"AT0107",23193
"AT0107",23201
"AT0107",23210
"AT0107",23291
"AT0107",23294
"AT0107",23563
"AT0107",23603
"AT0107",23711
"AT0107",23725
"AT0107",23727
"AT0107",23734
"AT0107",23751
"AT0107",23771
"AT0107",23785
"AT0107",23792
"AT0107",23796
"AT0107",23798
"AT0107",23836
"AT0107",23878
"AT0107",23932
"AT0107",24075
"AT0107",24089
"AT0107",24163
"AT0107",24174
"AT0107",24205
"AT0107",24207
"AT0107",24210
"AT0107",24212
"AT0107",24215
"AT0107",24285
"AT0107",24313
"AT0107",24325
"AT0107",24382
"AT0107",24422
"AT0107",24620
"AT0107",24628
"AT0107",24636
"AT0107",24638
"AT0107",24653
"AT0107",24657
"AT0107",24690
"AT0107",24720
"AT0107",24723
"AT0107",24726
"AT0107",24733
"AT0107",24735
"AT0107",24742
"AT0107",24753
"AT0107",24762
"AT0107",24772
"AT0107",24777
"AT0107",24916
"AT0107",24918
"AT0107",24943
"AT0107",24949
"AT0107",24960
"AT0107",24991
"AT0107",24993
"AT0107",25003
"AT0107",25006
"AT0107",25021
"AT0107",25028
"AT0107",25057
"AT0107",25082
"AT0107",25104
"AT0107",25114
"AT0107",25145
"AT0107",25174
"AT0107",25194
"AT0107",25196
"AT0107",25218
"AT0107",25292
"AT0107",25301
"AT0107",25402
"AT0107",25404
"AT0107",25609
"AT0107",25682
"AT0107",25792
"AT0107",25818
"AT0107",25820
"AT0107",25823
"AT0107",25839
"AT0107",25849
"AT0107",25875
"AT0107",25919
"AT0107",25983
"AT0107",26007
"AT0107",26019
"AT0107",26071
"AT0107",26076
"AT0107",26102
"AT0107",26111
"AT0107",26121
"AT0107",26133
"AT0107",26136
"AT0107",26138
"AT0107",26164
"AT0107",26217
"AT0107",26233
"AT0107",26238
"AT0107",26246
"AT0107",26250
"AT0107",26290
"AT0107",94011
"AT0107",94111
"AT0108",17507
"AT0108",17673
"AT0108",17717
"AT0108",17733
"AT0108",17741
"AT0108",17789
"AT0108",17796
"AT0108",17812
"AT0108",17826
"AT0108",17834
"AT0108",17841
"AT0108",17848
"AT0108",17855
"AT0108",17890
"AT0108",17912
"AT0108",17917
"AT0108",17921
"AT0108",17926
"AT0108",17928
"AT0108",17935
"AT0108",17953
"AT0108",17975
"AT0108",17991
"AT0108",18000
"AT0108",18002
"AT0108",18006
"AT0108",18012
"AT0108",18022
"AT0108",18036
"AT0108",18053
"AT0108",18071
"AT0108",18081
"AT0108",18085
"AT0108",18103
"AT0108",18117
"AT0108",18120
"AT0108",18123
"AT0108",18129
"AT0108",18159
"AT0108",18170
"AT0108",18225
"AT0108",18249
"AT0108",18252
"AT0108",18256
"AT0108",18269
"AT0108",18290
"AT0108",18299
"AT0108",18311
"AT0108",18331
"AT0108",18337
"AT0108",18414
"AT0108",18442
"AT0108",18448
"AT0108",18452
"AT0108",18470
"AT0108",18481
"AT0108",18489
"AT0108",18628
"AT0108",18649
"AT0108",18709
"AT0108",18751
"AT0108",18771
"AT0108",18777
"AT0108",18819
"AT0108",18837
"AT0108",18852
"AT0108",18867
"AT0108",18879
"AT0108",18893
"AT0108",18895
"AT0108",18901
"AT0108",18903
"AT0108",18933
"AT0108",18953
"AT0108",18973
"AT0108",18991
"AT0108",19006
"AT0108",19015
"AT0108",19049
"AT0108",19092
"AT0108",19119
"AT0108",19135
"AT0108",19211
"AT0108",19231
"AT0108",19272
"AT0108",19278
"AT0108",19302
"AT0108",19306
"AT0108",19619
"AT0108",19628
"AT0108",19896
"AT0108",19910
"AT0108",19917
"AT0108",19921
"AT0108",19933
"AT0108",19939
"AT0108",19967
"AT0108",20019
"AT0108",20138
"AT0108",20240
"AT0108",20258
"AT0108",20344
"AT0108",20365
"AT0108",20375
"AT0108",20443
"AT0108",20470
"AT0108",20476
"AT0108",20486
"AT0108",20876
"AT0108",20907
"AT0108",20952
"AT0108",20982
"AT0108",20989
"AT0108",21002
"AT0108",21010
"AT0108",21028
"AT0108",21040
"AT0108",21175
"AT0108",21183
"AT0108",21193
"AT0108",21207
"AT0108",21226
"AT0108",21237
"AT0108",21281
"AT0108",21347
"AT0108",21352
"AT0108",21361
"AT0108",21531
"AT0108",23207
"AT0108",23294
"AT0108",23521
"AT0108",23562
"AT0108",23714
"AT0108",23731
"AT0108",23785
"AT0108",23795
"AT0108",23872
"AT0108",23933
"AT0108",24009
"AT0108",24097
"AT0108",24162
"AT0108",24169
"AT0108",24188
"AT0108",24205
"AT0108",24217
"AT0108",24296
"AT0108",24316
"AT0108",24320
"AT0108",24325
"AT0108",24336
"AT0108",24404
"AT0108",24416
"AT0108",24435
"AT0108",24612
"AT0108",24620
"AT0108",24638
"AT0108",24658
"AT0108",24723
"AT0108",24737
"AT0108",24744
"AT0108",24768
"AT0108",24824
"AT0108",24917
"AT0108",24923
"AT0108",24928
"AT0108",24940
"AT0108",24944
"AT0108",24949
"AT0108",24961
"AT0108",24992
"AT0108",25008
"AT0108",25016
"AT0108",25021
"AT0108",25026
"AT0108",25030
"AT0108",25065
"AT0108",25091
"AT0108",25104
"AT0108",25111
"AT0108",25131
"AT0108",25140
"AT0108",25145
"AT0108",25149
"AT0108",25172
"AT0108",25183
"AT0108",25187
"AT0108",25208
"AT0108",25210
"AT0108",25292
"AT0108",25297
"AT0108",25301
"AT0108",25307
"AT0108",25405
"AT0108",25408
"AT0108",25637
"AT0108",25644
"AT0108",25688
"AT0108",25699
"AT0108",25730
"AT0108",25821
"AT0108",25831
"AT0108",25841
"AT0108",25872
"AT0108",25975
"AT0108",25980
"AT0108",25984
"AT0108",25986
"AT0108",25991
"AT0108",25995
"AT0108",26014
"AT0108",26019
"AT0108",26075
"AT0108",26077
"AT0108",26125
"AT0108",26159
"AT0108",26227
"AT0108",26239
"AT0108",26271
"AT0108",26298
"AT0108",26385
"AT0108",26395
"AT0108",26678
"AT0108",94109
"AT0108",94115
"AT0109",17507
"AT0109",17673
"AT0109",17717
"AT0109",17733
"AT0109",17777
"AT0109",17793
"AT0109",17814
"AT0109",17831
"AT0109",17841
"AT0109",17900
"AT0109",17908
"AT0109",17914
"AT0109",17920
"AT0109",17922
"AT0109",17933
"AT0109",17947
"AT0109",17960
"AT0109",17973
"AT0109",17981
"AT0109",18001
"AT0109",18003
"AT0109",18009
"AT0109",18021
"AT0109",18032
"AT0109",18038
"AT0109",18068
"AT0109",18072
"AT0109",18081
"AT0109",18085
"AT0109",18088
"AT0109",18114
"AT0109",18117
"AT0109",18120
"AT0109",18150
"AT0109",18170
"AT0109",18220
"AT0109",18249
"AT0109",18252
"AT0109",18256
"AT0109",18269
"AT0109",18290
"AT0109",18299
"AT0109",18313
"AT0109",18322
"AT0109",18333
"AT0109",18412
"AT0109",18439
"AT0109",18448
"AT0109",18456
"AT0109",18481
"AT0109",18489
"AT0109",18646
"AT0109",18738
"AT0109",18824
"AT0109",18837
"AT0109",18841
"AT0109",18846
"AT0109",18866
"AT0109",18885
"AT0109",18894
"AT0109",18900
"AT0109",18903
"AT0109",18933
"AT0109",18954
"AT0109",18979
"AT0109",18993
"AT0109",19006
"AT0109",19014
"AT0109",19030
"AT0109",19050
"AT0109",19057
"AT0109",19119
"AT0109",19123
"AT0109",19141
"AT0109",19171
"AT0109",19207
"AT0109",19231
"AT0109",19268
"AT0109",19274
"AT0109",19279
"AT0109",19302
"AT0109",19304
"AT0109",19418
"AT0109",19625
"AT0109",19896
"AT0109",19901
"AT0109",19915
"AT0109",19917
"AT0109",19925
"AT0109",19934
"AT0109",19939
"AT0109",19967
"AT0109",19977
"AT0109",20027
"AT0109",20073
"AT0109",20108
"AT0109",20138
"AT0109",20144
"AT0109",20173
"AT0109",20202
"AT0109",20258
"AT0109",20358
"AT0109",20361
"AT0109",20371
"AT0109",20375
"AT0109",20469
"AT0109",20472
"AT0109",20483
"AT0109",20486
"AT0109",20829
"AT0109",20876
"AT0109",20910
"AT0109",20952
"AT0109",20982
"AT0109",20985
"AT0109",20991
"AT0109",20994
"AT0109",21002
"AT0109",21005
"AT0109",21010
"AT0109",21024
"AT0109",21031
"AT0109",21078
"AT0109",21087
"AT0109",21172
"AT0109",21181
"AT0109",21189
"AT0109",21193
"AT0109",21198
"AT0109",21206
"AT0109",21226
"AT0109",21237
"AT0109",21340
